坐標x,坐標y,調查日期（yyyymmdd）,物種類別（綱）,物種名稱（學名或中文名）,數量,調查者,鑑定者,調查法,不準度,其他
121.583089,25.081519,20190608,百合綱,Paspalum paniculatum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Rumex crispus japonicus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Macaranga tanarius,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Hibiscus rosa-sinensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,真蕨綱,Dicranopteris linearis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,百合綱,Alocasia odora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,百合綱,Chloris barbata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,真蕨綱,Lygodium japonicum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Pachira macrocarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Dillenia indica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,百合綱,Hedychium coronarium,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Callicarpa formosana formosana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Alstonia scholaris,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Liquidambar formosana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58601,25.08158,20190608,松綱,Taxodium distichum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58601,25.08158,20190608,松綱,Taxodium distichum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Broussonetia papyrifera,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58147,25.0817,20190608,木蘭綱,Garcinia multiflora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,百合綱,Bambusa oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,百合綱,Setaria palmifolia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Delonix regia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Cinnamomum camphora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Alternanthera sessilis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Solanum nigrum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Schefflera octophylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Psychotria rubra,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Bidens pilosa radiata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,真蕨綱,Cyclosorus subaridus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Morus australis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58601,25.08158,20190608,木蘭綱,Melaleuca leucadendra,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.58601,25.08158,20190608,木蘭綱,Melaleuca leucadendra,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Vernicia fordii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,真蕨綱,Macrothelypteris torresiana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Bischofia javanica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Melastoma septemnervium,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Ruellia brittoniana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.583089,25.081519,20190608,木蘭綱,Barringtonia racemosa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Hydrocotyle sibthorpioides,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Crinum asiaticum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6032,25.08156,20190608,木蘭綱,Millettia pinnata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6032,25.08156,20190608,木蘭綱,Millettia pinnata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60343,25.08234,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60343,25.08234,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60343,25.08234,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60343,25.08234,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6032,25.08156,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Fraxinus griffithii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Agrostis compressus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Macaranga tanarius,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Dillenia indica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Philodendron selloum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Salix babylonica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Ulmus parvifolia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,松綱,Taxodium distichum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Bambusa oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Paspalum distichum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Schefflera octophylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Salix warburgii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Melaleuca leucadendra,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Plantago asiatica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,百合綱,Paspalum conjugatum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.603486,25.082748,20190608,木蘭綱,Ruellia brittoniana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Passiflora suberosa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Cyclosorus acuminatus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Mikania micrantha,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Pilea microphylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Hibiscus taiwanensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Arenga tremula,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Digitaria ciliaris,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Hydrocotyle sibthorpioides,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Alpinia zerumbet,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Cocculus orbiculatus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Saurauia tristyla oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Murdannia keisak,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Maesa perlaria formosana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Asplenium nidus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Lemmaphyllum microphyllum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Alocasia odora,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Oreocnide pedunculata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Nephrolepis biserrata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Cyclobalanopsis glauca glauca,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Carex baccans,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Piper kadsura,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6055,25.07893,20190608,木蘭綱,Machilus zuihoensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Antrophyum obovatum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Vittaria anguste-elongata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Ficus virgata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Osmanthus fragrans,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Lygodium japonicum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Cayratia japonica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Pachira macrocarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Athyrium? japonicum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Diospyros eriantha,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Mallotus japonicus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Hedychium coronarium,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Ficus ampelas,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Colysis wrightii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Ficus septica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Broussonetia papyrifera,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Solanum diphyllum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Bambusa oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Amischotolype hispida,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Ipomoea cairica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Microlepia speluncae,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Pteris ensiformis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Colysis elliptica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Zanthoxylum nitidum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60519,25.07922,20190608,木蘭綱,Schefflera octophylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6055,25.07893,20190608,木蘭綱,Schefflera octophylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Angiopteris lygodiifolia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Psychotria rubra,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Lindera megaphylla,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Cyclosorus subaridus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Morus australis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Anredera cordifolia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Lepidagathis formosensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Paspalum conjugatum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Vernicia fordii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Ardisia squamulosa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Machilus thunbergii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Bischofia javanica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Sapindus mukorossi,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,木蘭綱,Hydrangea chinensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,百合綱,Rohdea japonica,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.605197,25.079016,20190608,真蕨綱,Diplazium dilatatum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.60519,25.07922,20190608,木蘭綱,Macaranga tanarius,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.6055,25.07893,20190608,木蘭綱,Macaranga tanarius,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Cibotium barometz,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Aeschynanthus acuminatus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Cyathea spinulosa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,石松綱,Selaginella delicatula,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Pueraria lobata thomsonii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Elatostema lineolatum majus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Angiopteris lygodiifolia,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,石松綱,Selaginella doederleinii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Piper kadsura,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Lindsaea orbiculata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Diplazium virescens,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Diospyros discolor,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Tectaria harlandii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Ardisia sieboldii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Itea oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Pteris ensiformis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,百合綱,Alpinia zerumbet,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62104,25.08674,20190608,木蘭綱,Saurauia tristyla oldhamii,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Wendlandia formosana,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Pteris semipinnata,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Ficus microcarpa,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Mallotus paniculatus,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,真蕨綱,Lemmaphyllum microphyllum,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,松綱,Nageia nagi,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.621059,25.086802,20190608,木蘭綱,Psychotria serpens,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62111,25.08679,20190608,木蘭綱,Cyclobalanopsis glauca glauca,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62111,25.08679,20190608,木蘭綱,Cyclobalanopsis glauca glauca,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62104,25.08674,20190608,木蘭綱,Machilus zuihoensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62111,25.08679,20190608,木蘭綱,Machilus zuihoensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
121.62111,25.08679,20190608,木蘭綱,Machilus zuihoensis,1,甘保羅,甘保羅,穿越線,<25公尺,植物數量大於0表示該地有調查到此物種，並非該物種的族群量
